hostgroup	schemaname	username	client_address	digest	digest_text	count_star	first_seen	last_seen	sum_time	min_time	max_time	sum_rows_affected	sum_rows_sent
10	dmall_idb	myadmin		0x51B5EC27809CDCE6	update mongo_backup_status set t_stat=?,b_dir=? where id=?	7	1613595594	1613613160	34236	2845	5938	7	0
10	mysql	myadmin		0x97C61779EE663185	select id,name,dns_list,proxy_list,extra,enabled,created,modified,isAddslave from dmall_idb.dashboard_cluster_redis;	221	1613586603	1613615702	811763	1650	37949	0	7293
10	admin_idb	admin_idb		0xEC2DDE721543B2AB	SELECT COUNT(*) AS `__count` FROM `user_user`	6	1613611753	1613615709	15232	2379	2632	0	6
10	dmall_idb	myadmin		0x811956710F6A881F	select hostip,itemid,graphUrl from io_itemid where itemid is not null	22	1613587802	1613614802	108465	2490	10027	0	20724
10	admin_idb	admin_idb		0x94BBA834955BE768	SELECT `user_menu`.`id` FROM `user_menu` WHERE `user_menu`.`is_deleted` = ? ORDER BY `user_menu`.`created` ASC	8	1613611753	1613615709	15597	1874	2087	0	544
10	admin_idb	admin_idb		0xEFDB3C98501989AE	SELECT `user_menu`.`id` FROM `user_menu` INNER JOIN `user_user_user_menus` ON (`user_menu`.`id` = `user_user_user_menus`.`menu_id`) WHERE (`user_menu`.`is_deleted` = ? AND `user_user_user_menus`.`user_id` = ?) ORDER BY `user_menu`.`created` ASC	28	1613611753	1613615709	57164	1915	2801	0	29
10	admin_idb	admin_idb		0x245FD1FF3A60CE5F	SELECT `user_menu`.`id`, `user_menu`.`created`, `user_menu`.`modified`, `user_menu`.`is_deleted`, `user_menu`.`description`, `user_menu`.`parent_id`, `user_menu`.`name`, `user_menu`.`order_num`, `user_menu`.`url`, `user_menu`.`icon` FROM `user_menu` WHERE (`user_menu`.`is_deleted` = ? AND `user_menu`.`id` IN (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)) ORDER BY `user_menu`.`created` ASC	9	1613611753	1613615709	22075	2150	3054	0	612
10	admin_idb	admin_idb		0xA8946A3A99EB8319	SELECT `auth_permission`.`id` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC	9	1613611753	1613615709	18421	1955	2182	0	198
10	admin_idb	admin_idb		0x4B8B04FAF02BC678	SELECT `auth_group`.`id`, `auth_group`.`name`, `auth_group`.`leader_user`, `auth_group`.`leader_name` FROM `auth_group` WHERE `auth_group`.`name` = ? ORDER BY `auth_group`.`id` ASC LIMIT ?	77	1613613058	1613615182	151633	1775	3882	0	77
10	dmall_idb	myadmin		0xFB4D6F160D980168	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?, ?, ?, ?, ?, ?)	8	1613613503	1613614013	15067	1688	2068	0	56
10	dmall_idb	myadmin		0xA3F026C73F079E7A	SELECT COUNT(*) AS `__count` FROM `instance`	4	1613611753	1613613445	19368	2441	11710	0	4
10	dmall_idb	myadmin		0x6A325C6866995470	SELECT `redis_cluster_meta_app`.`id`, `redis_cluster_meta_app`.`app_id`, `redis_cluster_meta_app`.`project_code`, `redis_cluster_meta_app`.`module_code` FROM `redis_cluster_meta_app`	8	1613612972	1613614076	29988	2002	6974	0	6832
10	dmall_idb	myadmin		0x82595A34DE0FE3A3	SELECT `dns_cluster_info`.`id`, `dns_cluster_info`.`cluster_id`, `dns_cluster_info`.`cluster_type`, `dns_cluster_info`.`dns_type`, `dns_cluster_info`.`dns_url` FROM `dns_cluster_info` WHERE (`dns_cluster_info`.`dns_type` = ? AND `dns_cluster_info`.`cluster_type` = ?)	6	1613613451	1613614068	27453	3782	5803	0	9072
10	dmall_idb	myadmin		0x0AC92CB0B4E67BEA	SELECT (?) AS `a` FROM `redis_cluster` WHERE (`redis_cluster`.`app_id` IN (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) AND `redis_cluster`.`app_id` = ?) LIMIT ?	2	1613612972	1613613493	4119	1935	2184	0	2
10	dmall_idb	myadmin		0x095FB0B1784EA698	SELECT `meta_project`.`id`, `meta_project`.`project_code`, `meta_project`.`project_id`, `meta_project`.`project_level`, `meta_project`.`project_name`, `meta_project`.`dept_code`, `meta_project`.`dept_name`, `meta_project`.`business_group_id`, `meta_project`.`business_group_name`, `meta_project`.`business_group_code`, `meta_project`.`owner_pm_name`, `meta_project`.`owner_dev_name`, `meta_project`.`owner_dba_name`, `meta_project`.`status` FROM `meta_project`	10	1613612972	1613615715	55777	3492	9387	0	10650
10	dmall_idb	myadmin		0x075996CBC2F8C010	SELECT `cluster`.`id`, `cluster`.`app_id`, `cluster`.`role_id`, `cluster`.`description`, `cluster`.`sharded`, `cluster`.`status`, `cluster`.`dns_name`, `cluster`.`port`, `cluster`.`dev_owner`, `cluster`.`dev_owner_id`, `cluster`.`db_level`, `cluster`.`is_mgr`, `cluster`.`is_disaster`, `cluster`.`db_name`, `cluster`.`created`, `cluster`.`modified` FROM `cluster` WHERE (`cluster`.`description` LIKE ? OR `cluster`.`app_id` IN (SELECT V0.`app_id` AS Col1 FROM `cluster_meta_app` V0 WHERE (V0.`module_code` = ? OR V0.`project_code` IN (SELECT U0.`project_code` AS Col1 FROM `meta_project` U0 WHERE (U0.`project_code` = ? OR U0.`project_name` = ?)))) OR `cluster`.`dns_name` LIKE BINARY ?) ORDER BY `cluster`.`created` DESC LIMIT ? OFFSET ?	2	1613613520	1613613532	8623	4165	4458	0	20
10	admin_idb	admin_idb		0x873531233E9FE3B5	SELECT `auth_groupmenus`.`menu_id` FROM `auth_groupmenus` WHERE (`auth_groupmenus`.`is_deleted` = ? AND `auth_groupmenus`.`group_id` = ?) ORDER BY `auth_groupmenus`.`created` ASC	31	1613613058	1613615182	61434	1814	2197	0	523
10	dmall_idb	myadmin		0x6EED5A8A5A87E9A7	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?)	166	1613613503	1613614015	307653	1594	2464	0	300
10	information_schema	idb		0x1F545D386888C932	replace into dmall_idb._instance (host,port,role,version,db_list) values(?,?,?,?,?)	11065	1613588402	1613613685	68146818	3828	126641	22130	0
10	admin_idb	admin_idb		0xFFD714B3CE19FB7D	SELECT `auth_permission`.`id` FROM `auth_permission` INNER JOIN `auth_group_permissions` ON (`auth_permission`.`id` = `auth_group_permissions`.`permission_id`) INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_group_permissions`.`group_id` = ? ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC	31	1613613058	1613615182	63619	1884	2577	0	72
10	admin_idb	admin_idb		0x588AC442898678D6	SELECT `procedure_mysqlprocess`.`id`, `procedure_mysqlprocess`.`created`, `procedure_mysqlprocess`.`modified`, `procedure_mysqlprocess`.`is_deleted`, `procedure_mysqlprocess`.`description`, `procedure_mysqlprocess`.`parent_id`, `procedure_mysqlprocess`.`title`, `procedure_mysqlprocess`.`category`, `procedure_mysqlprocess`.`host`, `procedure_mysqlprocess`.`port`, `procedure_mysqlprocess`.`db_name`, `procedure_mysqlprocess`.`table_name`, `procedure_mysqlprocess`.`sql_content`, `procedure_mysqlprocess`.`inception`, `procedure_mysqlprocess`.`create_user_id`, `procedure_mysqlprocess`.`assignee_user_id`, `procedure_mysqlprocess`.`status`, `procedure_mysqlprocess`.`audit_result`, `procedure_mysqlprocess`.`execute_datetime`, `procedure_mysqlprocess`.`zone_info`, `procedure_mysqlprocess`.`execute_result`, `procedure_mysqlprocess`.`workflow_info`, `procedure_mysqlprocess`.`jira_issue_id`, `procedure_mysqlprocess`.`celery_task_id` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`id` = ?)	9	1613613064	1613615167	22349	1973	4109	0	9
10	mydata	mydata		0xE5B4E2C9E6B480B9	select count(?) from pma__history where timevalue >= DATE_SUB(NOW(), interval ? minute)	8	1613588402	1613613602	24735	1660	7630	0	8
10	admin_idb	admin_idb		0x103FCD5FFA314B07	UPDATE `procedure_mysqlprocess` SET `created` = ?, `modified` = ?, `is_deleted` = ?, `description` = ?, `parent_id` = NULL, `title` = ?, `category` = ?, `host` = ?, `port` = ?, `db_name` = ?, `table_name` = NULL, `sql_content` = ?, `inception` = ?, `create_user_id` = ?, `assignee_user_id` = NULL, `status` = ?, `audit_result` = ?, `execute_datetime` = ?, `zone_info` = NULL, `execute_result` = ?, `workflow_info` = ?, `jira_issue_id` = ?, `celery_task_id` = NULL WHERE `procedure_mysqlprocess`.`id` = ?	6	1613613064	1613614225	28180	2134	10138	6	0
10	drc_mysql_sync	drc_mysql_sync		0x2670390F7DD322F3	SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED	2937	1613586499	1613615734	0	0	0	0	0
10	dmall_idb	myadmin		0xF147C0519C7E64ED	SELECT `machine`.`id`, `machine`.`host`, `machine`.`host_ex`, `machine`.`name`, `machine`.`os`, `machine`.`cpu_n`, `machine`.`memory_mb`, `machine`.`disk_data_mb`, `machine`.`swap_mb`, `machine`.`idc`, `machine`.`vtype`, `machine`.`tag`, `machine`.`status`, `machine`.`is_exclusive`, `machine`.`description`, `machine`.`created`, `machine`.`modified` FROM `machine` ORDER BY `machine`.`id` DESC	2	1613613579	1613613985	5927	2857	3070	0	768
10	admin_idb	admin_idb		0x5D63256FA49C8803	UPDATE `procedure_mysqlprocess` SET `created` = ?, `modified` = ?, `is_deleted` = ?, `description` = ?, `parent_id` = NULL, `title` = ?, `category` = ?, `host` = ?, `port` = ?, `db_name` = ?, `table_name` = NULL, `sql_content` = ?, `inception` = ?, `create_user_id` = ?, `assignee_user_id` = ?, `status` = ?, `audit_result` = ?, `execute_datetime` = ?, `zone_info` = NULL, `execute_result` = ?, `workflow_info` = ?, `jira_issue_id` = ?, `celery_task_id` = NULL WHERE `procedure_mysqlprocess`.`id` = ?	11	1613613064	1613615167	59639	2198	10145	11	0
10	admin_idb	admin_idb		0x4617047F47B12CD5	SELECT COUNT(*) AS `__count` FROM `procedure_dbresourceprocess` WHERE (`procedure_dbresourceprocess`.`is_deleted` = ? AND `procedure_dbresourceprocess`.`resource_type` = ? AND `procedure_dbresourceprocess`.`create_user_id` = ?)	1	1613613116	1613613116	2562	2562	2562	0	1
10	admin_idb	admin_idb		0x4F25D79C88BF35B5	SELECT `procedure_mysqlprocess`.`id`, `procedure_mysqlprocess`.`created`, `procedure_mysqlprocess`.`modified`, `procedure_mysqlprocess`.`is_deleted`, `procedure_mysqlprocess`.`description`, `procedure_mysqlprocess`.`parent_id`, `procedure_mysqlprocess`.`title`, `procedure_mysqlprocess`.`category`, `procedure_mysqlprocess`.`host`, `procedure_mysqlprocess`.`port`, `procedure_mysqlprocess`.`db_name`, `procedure_mysqlprocess`.`table_name`, `procedure_mysqlprocess`.`sql_content`, `procedure_mysqlprocess`.`inception`, `procedure_mysqlprocess`.`create_user_id`, `procedure_mysqlprocess`.`assignee_user_id`, `procedure_mysqlprocess`.`status`, `procedure_mysqlprocess`.`audit_result`, `procedure_mysqlprocess`.`execute_datetime`, `procedure_mysqlprocess`.`zone_info`, `procedure_mysqlprocess`.`execute_result`, `procedure_mysqlprocess`.`workflow_info`, `procedure_mysqlprocess`.`jira_issue_id`, `procedure_mysqlprocess`.`celery_task_id` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`create_user_id` = ? AND `procedure_mysqlprocess`.`category` = ?) ORDER BY `procedure_mysqlprocess`.`created` DESC LIMIT ?	7	1613613119	1613614237	45970	2670	12875	0	62
10	dmall_idb	myadmin		0xF7EA11E1DF0D0725	SELECT `role`.`id` FROM `role` WHERE `role`.`category` = ?	2	1613613448	1613613448	3777	1879	1898	0	10
10	mysql	myadmin		0x51C9ECE238E98EFB	SET NAMES utf8	465	1613586603	1613615702	0	0	0	0	0
10	dmall_idb	myadmin		0x5382ADCF1F4CB55E	SELECT `role`.`id` FROM `role` WHERE (`role`.`category` = ? OR `role`.`category` = ?)	1	1613613448	1613613448	1887	1887	1887	0	7
10	information_schema	idb		0x8FA091F5093D7A34	replace into dmall_idb._instance(host,port,version,db_list) values(?,?,?,?)	1241	1613588402	1613613632	7549802	4100	28837	2482	0
10	admin_idb	admin_idb		0xB4555F8C003813AF	INSERT INTO `procedure_processhandle` (`created`, `modified`, `is_deleted`, `description`, `user_id`, `process_type`, `process_id`, `handle_type`, `handle_content`, `other_info`) VALUES (?, ?, ?, NULL, ?, ?, ?, ?, ?, NULL)	10	1613613191	1613615167	28822	1946	3842	10	0
10	dmall_idb	idb		0x0786BA45E962C50B	SELECT @@SQL_AUTO_IS_NULL	5927	1613586603	1613613560	23004121	2944	44830	0	5927
10	dmall_idb	myadmin		0x0A5AFF76B6D6FF31	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?)	57	1613613503	1613614014	106817	1626	3497	0	53
10	admin_idb	admin_idb		0x7E04BC05C2CFAFF1	SELECT `authtoken_token`.`key`, `authtoken_token`.`user_id`, `authtoken_token`.`created`, `user_user`.`id`, `user_user`.`password`, `user_user`.`last_login`, `user_user`.`is_superuser`, `user_user`.`username`, `user_user`.`first_name`, `user_user`.`last_name`, `user_user`.`email`, `user_user`.`is_staff`, `user_user`.`is_active`, `user_user`.`date_joined`, `user_user`.`created`, `user_user`.`modified`, `user_user`.`is_deleted`, `user_user`.`description`, `user_user`.`parent_id`, `user_user`.`phone`, `user_user`.`avatar`, `user_user`.`token`, `user_user`.`other_info` FROM `authtoken_token` INNER JOIN `user_user` ON (`authtoken_token`.`user_id` = `user_user`.`id`) WHERE `authtoken_token`.`key` = ?	241	1613611288	1613615724	502892	1814	12610	0	241
10	admin_idb	admin_idb		0x41BFBC281691C6BE	UPDATE `user_user` SET `password` = ?, `last_login` = ?, `is_superuser` = ?, `username` = ?, `first_name` = ?, `last_name` = ?, `email` = ?, `is_staff` = ?, `is_active` = ?, `date_joined` = ?, `created` = ?, `modified` = ?, `is_deleted` = ?, `description` = ?, `parent_id` = NULL, `phone` = ?, `avatar` = NULL, `token` = ?, `other_info` = ? WHERE `user_user`.`id` = ?	4	1613613248	1613615163	8227	1968	2182	4	0
10	admin_idb	admin_idb		0xDB3A841EF5443C35	commit	72	1613611249	1613615170	321920	2687	21526	0	0
10	dmall_idb	myadmin		0x669AA65C1BB860D5	SELECT `mysql_backup_config`.`id`, `mysql_backup_config`.`cluster_id`, `mysql_backup_config`.`backup_instance`, `mysql_backup_config`.`backup_type`, `mysql_backup_config`.`backup_time`, `mysql_backup_config`.`backup_frequency`, `mysql_backup_config`.`backup_compress`, `mysql_backup_config`.`enabled`, `mysql_backup_config`.`created`, `mysql_backup_config`.`modified` FROM `mysql_backup_config`	1	1613613981	1613613981	5282	5282	5282	0	911
10	dmall_idb	myadmin		0x0786BA45E962C50B	SELECT @@SQL_AUTO_IS_NULL	60	1613611347	1613611363	606222	1666	16803	0	60
10	dmall_idb	myadmin		0x9E142454F372C6CD	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?, ?, ?)	449	1613613503	1613614015	862090	1583	12992	0	1796
10	admin_idb	admin_idb		0xBE19CEE031702633	SELECT `procedure_mysqlprocess`.`id`, `procedure_mysqlprocess`.`created`, `procedure_mysqlprocess`.`modified`, `procedure_mysqlprocess`.`is_deleted`, `procedure_mysqlprocess`.`description`, `procedure_mysqlprocess`.`parent_id`, `procedure_mysqlprocess`.`title`, `procedure_mysqlprocess`.`category`, `procedure_mysqlprocess`.`host`, `procedure_mysqlprocess`.`port`, `procedure_mysqlprocess`.`db_name`, `procedure_mysqlprocess`.`table_name`, `procedure_mysqlprocess`.`sql_content`, `procedure_mysqlprocess`.`inception`, `procedure_mysqlprocess`.`create_user_id`, `procedure_mysqlprocess`.`assignee_user_id`, `procedure_mysqlprocess`.`status`, `procedure_mysqlprocess`.`audit_result`, `procedure_mysqlprocess`.`execute_datetime`, `procedure_mysqlprocess`.`zone_info`, `procedure_mysqlprocess`.`execute_result`, `procedure_mysqlprocess`.`workflow_info`, `procedure_mysqlprocess`.`jira_issue_id`, `procedure_mysqlprocess`.`celery_task_id` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`id` = ?)	25	1613613347	1613615170	73550	1916	9677	0	25
10	dmall_idb	myadmin		0xB4C755CDE1F5A943	SELECT `role`.`id`, `role`.`category`, `role`.`sub_category` FROM `role` WHERE (`role`.`category` = ? AND `role`.`sub_category` = ?)	3	1613613448	1613613981	15475	1915	11493	0	3
10	dmall_idb	myadmin		0x652C32A12AD8D5C4	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?, ?, ?, ?, ?, ?, ?, ?)	4	1613613503	1613614011	7736	1753	2046	0	36
10	admin_idb	admin_idb		0x0DF3E8FD34F86B30	SELECT (?) AS `a` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` = ?) LIMIT ?	2	1613613375	1613615167	52955	26379	26576	0	0
10	admin_idb	admin_idb		0x402544292DC517E4	SELECT `common_zonedbrule`.`id`, `common_zonedbrule`.`rule_name`, `common_zonedbrule`.`db_name`, `common_zonedbrule`.`data_type`, `common_zonedbrule`.`data_index`, `common_zonedbrule`.`zone_info`, `common_zonedbrule`.`description` FROM `common_zonedbrule` WHERE `common_zonedbrule`.`db_name` = ? ORDER BY `common_zonedbrule`.`id` ASC LIMIT ?	20	1613613191	1613614189	40000	1917	2155	0	0
10	dmall_idb	myadmin		0xEAE949A2F73763C8	SELECT COUNT(*) AS `__count` FROM `meta_project`	2	1613613448	1613613448	12408	2361	10047	0	2
10	dmall_idb	myadmin		0x531A4DE0335603CC	SELECT COUNT(*) AS `__count` FROM `mongo_cluster`	1	1613613448	1613613448	2047	2047	2047	0	1
10	dmall_idb	myadmin		0xA731F91C112DDEB3	SELECT `role`.`id`, `role`.`category`, `role`.`sub_category` FROM `role` WHERE (`role`.`category` = ? AND (`role`.`sub_category` = ? OR `role`.`sub_category` = ?))	1	1613613448	1613613448	6321	6321	6321	0	2
10	dmall_idb	myadmin		0x98802AC94AD48F01	SELECT `mongo_cluster`.`id`, `mongo_cluster`.`app_id`, `mongo_cluster`.`role_id`, `mongo_cluster`.`description`, `mongo_cluster`.`sharded`, `mongo_cluster`.`status`, `mongo_cluster`.`dns_name`, `mongo_cluster`.`port`, `mongo_cluster`.`dev_owner`, `mongo_cluster`.`dev_owner_id`, `mongo_cluster`.`db_level`, `mongo_cluster`.`is_disaster`, `mongo_cluster`.`created`, `mongo_cluster`.`modified` FROM `mongo_cluster` WHERE `mongo_cluster`.`app_id` IN (?)	1	1613615715	1613615715	2891	2891	2891	0	1
10	admin_idb	admin_idb		0x2A5AFC0FF59E9F93	SELECT `user_menu`.`id`, `user_menu`.`created`, `user_menu`.`modified`, `user_menu`.`is_deleted`, `user_menu`.`description`, `user_menu`.`parent_id`, `user_menu`.`name`, `user_menu`.`order_num`, `user_menu`.`url`, `user_menu`.`icon` FROM `user_menu` WHERE (`user_menu`.`is_deleted` = ? AND `user_menu`.`id` IN (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)) ORDER BY `user_menu`.`created` ASC	19	1613613058	1613615182	40593	1972	3005	0	513
10	dmall_idb	myadmin		0x670FA0150C3C59AB	SELECT `instance`.`id`, `instance`.`host`, `instance`.`port` FROM `instance` WHERE `instance`.`role_id` IN (?, ?, ?, ?, ?, ?)	1	1613613448	1613613448	3258	3258	3258	0	126
10	dmall_idb	myadmin		0x113CE89DFE506572	SELECT `instance`.`id`, `instance`.`host`, `instance`.`port` FROM `instance` WHERE `instance`.`role_id` IN (?, ?, ?, ?, ?, ?, ?)	1	1613613448	1613613448	6128	6128	6128	0	1607
10	dmall_idb	myadmin		0xB5FA33C1918A65C7	SELECT `mongo_cluster`.`id`, `mongo_cluster`.`app_id`, `mongo_cluster`.`role_id`, `mongo_cluster`.`description`, `mongo_cluster`.`sharded`, `mongo_cluster`.`status`, `mongo_cluster`.`dns_name`, `mongo_cluster`.`port`, `mongo_cluster`.`dev_owner`, `mongo_cluster`.`dev_owner_id`, `mongo_cluster`.`db_level`, `mongo_cluster`.`is_disaster`, `mongo_cluster`.`created`, `mongo_cluster`.`modified` FROM `mongo_cluster` WHERE (`mongo_cluster`.`description` LIKE ? OR `mongo_cluster`.`dns_name` LIKE BINARY ?) ORDER BY `mongo_cluster`.`created` DESC LIMIT ?	1	1613613448	1613613448	2024	2024	2024	0	10
10	dmall_idb	myadmin		0x6C5E5F4165B506CA	SELECT `instance`.`id`, `instance`.`host`, `instance`.`port` FROM `instance` WHERE `instance`.`role_id` IN (?, ?, ?, ?)	1	1613613448	1613613448	8139	8139	8139	0	2865
10	admin_idb	admin_idb		0x522346A07BDACD2D	SELECT `procedure_dbresourceprocess`.`id`, `procedure_dbresourceprocess`.`created`, `procedure_dbresourceprocess`.`modified`, `procedure_dbresourceprocess`.`is_deleted`, `procedure_dbresourceprocess`.`description`, `procedure_dbresourceprocess`.`resource_type`, `procedure_dbresourceprocess`.`app_id`, `procedure_dbresourceprocess`.`app_module`, `procedure_dbresourceprocess`.`meta_project`, `procedure_dbresourceprocess`.`meta_app`, `procedure_dbresourceprocess`.`app_priority`, `procedure_dbresourceprocess`.`purpose`, `procedure_dbresourceprocess`.`location`, `procedure_dbresourceprocess`.`db_info`, `procedure_dbresourceprocess`.`complete_info`, `procedure_dbresourceprocess`.`create_user_id`, `procedure_dbresourceprocess`.`assignee_user_id`, `procedure_dbresourceprocess`.`status`, `procedure_dbresourceprocess`.`audit_result`, `procedure_dbresourceprocess`.`execute_datetime`, `procedure_dbresourceprocess`.`execute_result`, `procedure_dbresourceprocess`.`workflow_info`, `procedure_dbresourceprocess`.`jira_issue_id`, `procedure_dbresourceprocess`.`celery_task_id` FROM `procedure_dbresourceprocess` WHERE (`procedure_dbresourceprocess`.`is_deleted` = ? AND `procedure_dbresourceprocess`.`resource_type` = ? AND `procedure_dbresourceprocess`.`create_user_id` = ?) ORDER BY `procedure_dbresourceprocess`.`created` DESC LIMIT ?	1	1613613116	1613613116	3932	3932	3932	0	3
10	dmall_idb	myadmin		0x3BF70B7332E5701E	SELECT COUNT(*) AS `__count` FROM `cluster` WHERE (`cluster`.`description` LIKE ? OR `cluster`.`dns_name` LIKE BINARY ?)	1	1613613451	1613613451	2199	2199	2199	0	1
10	dmall_idb	myadmin		0xC665D8812FBFA211	SELECT `rel_cluster_instance`.`id`, `rel_cluster_instance`.`cluster_id`, `rel_cluster_instance`.`instance_id` FROM `rel_cluster_instance`	4	1613613503	1613614011	12924	2694	4199	0	11220
10	admin_idb	admin_idb		0xC7357AA42385EE71	SELECT `user_user`.`id`, `user_user`.`password`, `user_user`.`last_login`, `user_user`.`is_superuser`, `user_user`.`username`, `user_user`.`first_name`, `user_user`.`last_name`, `user_user`.`email`, `user_user`.`is_staff`, `user_user`.`is_active`, `user_user`.`date_joined`, `user_user`.`created`, `user_user`.`modified`, `user_user`.`is_deleted`, `user_user`.`description`, `user_user`.`parent_id`, `user_user`.`phone`, `user_user`.`avatar`, `user_user`.`token`, `user_user`.`other_info` FROM `user_user` WHERE `user_user`.`is_staff` = ?	5	1613613249	1613615010	26109	2754	13846	0	80
10	dmall_idb	myadmin		0x5B143CAB5D503A3A	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?, ?, ?, ?)	109	1613613503	1613614015	209698	1605	4622	0	545
10	dmall_idb	myadmin		0x81589B8DC448CB08	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?, ?)	2801	1613613451	1613614015	5328610	1574	13697	0	8403
10	dmall_idb	myadmin		0xE1EBC7534DC08A69	SELECT `cluster`.`id`, `cluster`.`app_id`, `cluster`.`role_id`, `cluster`.`description`, `cluster`.`sharded`, `cluster`.`status`, `cluster`.`dns_name`, `cluster`.`port`, `cluster`.`dev_owner`, `cluster`.`dev_owner_id`, `cluster`.`db_level`, `cluster`.`is_mgr`, `cluster`.`is_disaster`, `cluster`.`db_name`, `cluster`.`created`, `cluster`.`modified` FROM `cluster` WHERE (`cluster`.`description` LIKE ? OR `cluster`.`app_id` IN (SELECT V0.`app_id` AS Col1 FROM `cluster_meta_app` V0 WHERE (V0.`module_code` = ? OR V0.`project_code` IN (SELECT U0.`project_code` AS Col1 FROM `meta_project` U0 WHERE (U0.`project_code` = ? OR U0.`project_name` = ?)))) OR `cluster`.`dns_name` LIKE BINARY ?) ORDER BY `cluster`.`created` DESC LIMIT ?	1	1613613507	1613613507	5834	5834	5834	0	10
10	dmall_idb	myadmin		0x2FB86F938EF30630	set autocommit=?	8915	1613586542	1613615715	0	0	0	0	0
10	dmall_idb	myadmin		0x3A404611D171D75D	SELECT COUNT(*) AS `__count` FROM `machine` WHERE `machine`.`idc` = ?	16	1613613579	1613613985	30748	1711	2125	0	16
